ID,Region,Regulated.Dam,Primary.Purpose,Primary.Type,Height..m.,Length..km.,Volume..m3.,Year.Completed,Years.Modified,Surface..km2.,Drainage..km2.,Spillway,Last.Inspection.Date,Inspection.Frequency,Distance.to.Nearest.City..km.,Hazard,Assessment,Assessment.Date,Probability.of.Failure,Loss.given.failure...prop..Qm.,Loss.given.failure...liab..Qm.,Loss.given.failure...BI..Qm.,Height_clean,Length_clean,Length_missing,Volume_clean,Volume_missing,Volume_log,n_modifications,last_modification_year,Height..m._missing,Length..km._missing,Volume..m3._missing,Drainage..km2._missing,Surface..km2._missing,Distance.to.Nearest.City..km._missing
SOAD15740,Flumevale,Yes,Flood Risk Reduction,Earth,7.703,0.283,25241.39326373702,1973,,0.07092,32.22703175639247,,09/10/2014,3,26.53,Low,Fair,2015-09-29,0.0777,29.9,192.9,21.82366529191044,7.703,0.283,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD20612,Flumevale,Yes,Flood Risk Reduction,Earth,5.751,0.206,7351.0,1955,,0.09653,61.25567,,,3,25.1,Low,Satisfactory,2013-09-25,0.0532,20.1,151.1,12.41115777721663,5.751,0.206,0,7351.0,0,8.90272766403552,0,Unknow,0,0,0,0,0,0
SOAD06209,Flumevale,Yes,Other,Earth,7.21,0.328,30000.0,1948,,0.1379,21.30632,,14/06/2022,0.5,47.07755119084701,Low,Satisfactory,2017-09-01,0.0622,25.0,14.5,20.75153852133802,7.21,0.328,0,30000.0,0,10.3089859934221,0,Unknow,0,0,0,0,0,1
SOAD09718,Flumevale,Yes,Other,Earth,36.359,0.149,107000.0,1923,,0.03349,31.846454421110643,,19/05/2022,1,5.82,Significant,Satisfactory,2017-09-01,0.1305,15.6,454.6,22.173776167062385,36.359,0.149,0,107000.0,0,11.5805934591948,0,Unknow,0,0,0,1,0,0
SOAD13885,Flumevale,Yes,Water Supply,Earth,5.766,0.303,13600.0,1955,,0.24428,10.65316,,27/04/2022,0.5,50.284845302032764,Low,Satisfactory,2017-09-01,0.0705,195.2,5.4,47.9,5.766,0.303,0,13600.0,0,9.51789859843275,0,Unknow,0,0,0,0,0,1
SOAD15784,Flumevale,Yes,Recreation,Earth,5.381,0.133,9778.0,1877,,0.03546,7.98987,,15/06/2007,6,12.71,Low,Satisfactory,2020-10-15,0.0408,35.9,106.4,3.8,5.381,0.133,0,9778.0,0,9.18799250831228,0,Unknow,0,0,0,0,0,0
SOAD18809,Flumevale,No,"Fire Protection, Stock, Or Small Fish Pond",Earth,3.411,0.177,15133.729904418933,1970,,0.11202095512406686,41.00548555873469,Uncontrolled,07/09/2010,10,76.59767974150657,Low,Not Rated,,0.0291,8.0,15.1,19.713991548001392,3.411,0.177,0,,1,,0,Unknow,0,0,1,1,1,1
SOAD19629,Flumevale,Yes,Irrigation,Earth,6.79,0.283,34700.0,1939,,0.06895,7.98987,,21/11/2014,6,79.87,Low,Satisfactory,2012-11-06,0.0571,34.5,148.3,45.4,6.79,0.283,0,34700.0,0,10.4545237839635,0,Unknow,0,0,0,0,0,0
SOAD03360,Flumevale,Yes,Water Supply,Earth,6.718,0.223,10000.0,1938,,0.13987,5.32658,,13/05/2022,0.5,45.12941223401394,Low,Satisfactory,2017-09-01,0.0579,43.2,21.4,10.8,6.718,0.223,0,10000.0,0,9.21044036697652,0,Unknow,0,0,0,0,0,1
SOAD14069,Flumevale,Yes,Water Supply,Earth,17.047,0.103,30000.0,1954,,0.0591,2.66329,,02/11/2021,1,0.61,High,Satisfactory,2017-09-01,0.0757,39.4,662.8,34.0,17.047,0.103,0,30000.0,0,10.3089859934221,0,Unknow,0,0,0,0,0,0
SOAD16905,Flumevale,Yes,Water Supply,Earth,6.08,0.103,3700.0,1870,,0.19306,2.66329,,05/05/2022,1,29.52775616549224,Significant,Satisfactory,2017-09-01,0.1363,32.9,211.6,7.8,6.08,0.103,0,3700.0,0,8.21635833238616,0,Unknow,0,0,0,0,0,1
SOAD17249,Flumevale,Yes,Flood Risk Reduction,Earth,10.844,0.19,34546.89614881607,1974,,0.09456,37.28606,,05/03/1992,0,161.22,Low,Not Rated,,0.0876,5.5,55.5,19.556377701634272,10.844,0.19,0,,1,,0,Unknow,0,0,1,0,0,0
SOAD19740,Flumevale,Yes,Water Supply,Earth,14.931,0.3,51000.0,1965,,0.07486,2.66329,,29/09/2021,1,1.0,High,Satisfactory,2017-09-01,0.0884,14.1,782.1,14.1,14.931,0.3,0,51000.0,0,10.8396005193574,0,Unknow,0,0,0,0,0,0
SOAD02836,Flumevale,Yes,Recreation,Earth,11.823,0.042,14232.0,1939,,0.06304,135.82779,,15/10/2019,6,37.88,Low,Not Rated,,0.0804,24.5,233.1,7.9,11.823,0.042,0,14232.0,0,9.56331849107062,0,Unknow,0,0,0,0,0,0
SOAD02886,Flumevale,Yes,Fish and Wildlife Pond,Earth,8.788,0.026,10400.0,1981,,0.12455684722481596,1282.3114719891012,Uncontrolled,16/09/2008,10,26.47,Low,Not Rated,,0.0303,20.4,149.7,17.89517815352897,8.788,0.026,0,10400.0,0,9.24965723435313,0,Unknow,0,0,0,1,1,0
SOAD05507,Flumevale,Yes,Water Supply,Earth,10.007,0.532,60950.81861150214,1924,,0.04137,33.52845669668446,,17/02/2022,1,0.16,High,Satisfactory,2017-09-01,0.0847,14.7,137.3,37.0,10.007,0.532,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD10493,Flumevale,Yes,Flood Risk Reduction,Earth,8.986,0.182,34421.0,1904,2005H;2005S,0.05122,37.12582066324027,Uncontrolled,15/04/2019,6,7.8,Low,Satisfactory,2020-10-05,0.0453,24.5,321.7,18.926634976471398,8.986,0.182,0,34421.0,0,10.4464511738299,2,2005,0,0,0,1,0,0
SOAD00401,Flumevale,Yes,Water Supply,Earth,39.86,0.151,97000.0,1953,,0.02561,31.846454421110643,,13/09/2022,1,0.48,High,Satisfactory,2017-09-01,0.0922,42.6,422.6,37.7,39.86,0.151,0,97000.0,0,11.4824765667107,0,Unknow,0,0,0,1,0,0
SOAD03744,Flumevale,Yes,Debris Control,Earth,4.827,0.5090609280402999,1952038.6132439976,Unknow,,74.26571848031749,11432.356165990295,,27/01/2023,1,1.543903537042259,High,Not Rated,,0.1318,948.9,809.8,19.351947225461643,4.827,,1,,1,,0,Unknow,0,1,1,1,1,1
SOAD07129,Flumevale,Yes,Water Supply,Earth,10.2,0.697,109000.0,1977,,0.04925,33.78629557909187,,08/02/2022,0.5,0.0,Low,Satisfactory,2017-09-01,0.0729,28.4,689.7,52.3,10.2,0.697,0,109000.0,0,11.5991123354811,0,Unknow,0,0,0,1,0,0
SOAD17525,Flumevale,Yes,Water Supply,Earth,8.016,0.161,14588.174589420352,1962,,0.11229,2.66329,,16/06/2022,0.5,93.11774780147024,Low,Satisfactory,2017-09-01,0.0654,5.3,10.0,57.7,8.016,0.161,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD01490,Flumevale,Yes,Recreation,Earth,13.739,0.047,11130.0,1968,,0.05516,106.5316,,01/01/1994,0,65.2,Low,Not Rated,,0.1111,14.0,172.1,7.7,13.739,0.047,0,11130.0,0,9.31748928749323,0,Unknow,0,0,0,0,0,0
SOAD04023,Flumevale,Yes,Water Supply,Earth,6.587,0.107,10258.583184077399,Unknow,,0.09653,34.17926007696136,,10/09/2021,0.5,55.385365342399965,Low,Satisfactory,2017-09-01,0.0719,31.3,12.0,42.8,6.587,0.107,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD05643,Flumevale,Yes,Other,Earth,7.488,0.567,44416.01154575798,2008,,0.07486,34.2529766790351,Uncontrolled,17/05/2017,6,85.42985747246387,Low,Fair,2019-06-18,0.05,46.3,18.8,22.47735704026822,7.488,0.567,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD12681,Flumevale,Yes,Fish and Wildlife Pond,Earth,4.033,0.1,1621.0,1967,,0.09796377349854826,48.766158763624446,Uncontrolled,02/08/2017,10,38.34,Low,Not Rated,,0.0474,5.1,145.7,13.022059442858557,4.033,0.1,0,1621.0,0,7.39141523467536,0,Unknow,0,0,0,1,1,0
SOAD13172,Flumevale,Yes,Water Supply,Earth,9.337,0.143,18800.0,1956,,0.09653,2.66329,,04/10/2021,1,1.58,High,Satisfactory,2017-09-01,0.0897,16.6,704.0,23.5,9.337,0.143,0,18800.0,0,9.84166533889278,0,Unknow,0,0,0,0,0,0
SOAD15475,Flumevale,Yes,Fish and Wildlife Pond,Earth,3.633,0.05,1605.0,1900,,0.11229,35.53848598050014,,,6,51.41,Low,Not Rated,,0.0896,43.8,84.9,21.38101938857245,3.633,0.05,0,1605.0,0,7.38150189450671,0,Unknow,0,0,0,1,0,0
SOAD16218,Flumevale,Yes,Irrigation,Earth,7.221,0.175,16566.342727799256,1945,,0.0886499999999999,33.43665582351189,Uncontrolled,30/10/2012,6,10.1,Low,Fair,2003-10-21,0.0606,17.8,364.3,11.3,7.221,0.175,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD20163,Flumevale,Yes,Water Supply,Earth,19.485,0.283,196500.0,1952,,0.05122,46.302302191238816,,24/02/2022,1,0.0,High,Satisfactory,2017-09-01,0.0882,13.0,649.8,9.4,19.485,0.283,0,196500.0,0,12.188422799337,0,Unknow,0,0,0,1,0,0
SOAD01415,Flumevale,Yes,Irrigation,Earth,2.891,0.4,10588.0,1910,,0.12805,57.83682688761901,,01/10/2013,6,17.3,Low,Not Rated,,0.0561,18.6,237.5,9.3,2.891,0.4,0,10588.0,0,9.26757100543045,0,Unknow,0,0,0,1,0,0
SOAD07567,Flumevale,Yes,Other,Earth,11.529,0.207,68575.0,Unknow,,0.05122,31.92799191413317,,13/10/2021,0.5,55.46766198469657,Low,Satisfactory,2017-09-01,0.0702,25.9,18.6,22.113663777745256,11.529,0.207,0,68575.0,0,11.1356978982733,0,Unknow,0,0,0,1,0,1
SOAD07731,Flumevale,Yes,Irrigation,Earth,12.332,0.087,26846.616925316088,1947,,0.06895,21.30632,,23/09/2019,6,16.22,Low,Not Rated,,0.0478,39.4,319.8,47.5,12.332,0.087,0,,1,,0,Unknow,0,0,1,0,0,0
SOAD09580,Flumevale,Yes,Irrigation,Earth,5.088,0.207,19040.0,1949,,0.0925899999999999,15.97974,Uncontrolled,26/08/2016,6,52.73,Low,Satisfactory,2020-07-20,0.0349,16.0,133.0,5.4,5.088,0.207,0,19040.0,0,9.85434982797458,0,Unknow,0,0,0,0,0,0
SOAD12904,Flumevale,Yes,Water Supply,Earth,6.947,0.3,26000.0,1964,,0.13593,32.77631466217794,,15/02/2022,0.5,52.9356142877809,Low,Satisfactory,2017-09-01,0.0818,12.2,16.9,45.7,6.947,0.3,0,26000.0,0,10.1658902778025,0,Unknow,0,0,0,1,0,1
SOAD14037,Flumevale,Yes,Irrigation,Earth,5.631,0.133,10957.0,1920,,0.08077,34.14415050711466,Uncontrolled,26/09/2017,6,44.97,Low,Not Rated,,0.0799,6.9,52.9,37.9,5.631,0.133,0,10957.0,0,9.30182506209836,0,Unknow,0,0,0,1,0,0
SOAD14669,Flumevale,Yes,Water Supply,Earth,4.755,0.117,10394.397558655033,1980,,0.1182,96.99834853821004,,08/02/2023,0.5,52.83513760729672,Low,Fair,2017-09-01,0.0872,32.6,10.3,7.2,4.755,0.117,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD15910,Flumevale,Yes,Flood Risk Reduction,Earth,9.343,0.3,17336.0,1956,,0.06501,32.14678934184314,Uncontrolled,05/10/2020,6,12.32,Low,Not Rated,,0.09,18.5,202.4,21.517125978557917,9.343,0.3,0,17336.0,0,9.76059822498589,0,Unknow,0,0,0,1,0,0
SOAD19498,Flumevale,Yes,Irrigation,Earth,3.257,0.3,730.0,1965,,0.12608,44.19481669166558,,,6,12.97,Low,Not Rated,,0.0746,6.8,144.4,33.3,3.257,0.3,0,730.0,0,6.59441345974978,0,Unknow,0,0,0,1,0,0
SOAD20128,Flumevale,Yes,Irrigation,Earth,18.361,0.297,82000.0,1983,,0.04925,483.0281833152083,,06/12/2022,2,1.54,Significant,Fair,2022-12-06,0.1418,10.6,851.1,7.8,18.361,0.297,0,82000.0,0,11.314486721294,0,Unknow,0,0,0,1,0,0
SOAD02616,Flumevale,Yes,Water Supply,Earth,11.548,0.533,75317.81040518456,Unknow,,0.04728,33.52845669668446,,11/08/2022,1,0.0,High,Fair,2017-09-01,0.0891,20.2,211.8,49.1,11.548,0.533,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD02824,Flumevale,Yes,Irrigation,Earth,4.157,0.781,79305.0,1966,,0.09653,279.4180937718106,Uncontrolled,11/05/1995,6,0.0,Low,Not Rated,,0.0441,33.8,893.2,9.3,4.157,0.781,0,79305.0,0,11.2810690668036,0,Unknow,0,0,0,1,0,0
SOAD09912,Flumevale,Yes,Flood Risk Reduction,Earth,29.891,0.387,340569.0089859179,2014,2014,0.08668,7.98987,Uncontrolled,07/04/2022,3,1.64,Significant,Satisfactory,2022-04-07,0.1162,22.5,150.0,17.835709497329688,29.891,0.387,0,,1,,1,2014,0,0,1,0,0,0
SOAD14163,Flumevale,Yes,Flood Risk Reduction,Earth,9.07,0.14,14630.0,1957,,0.06895,31.857508612601922,Uncontrolled,07/10/2020,3,19.24,Low,Satisfactory,2017-01-13,0.0785,25.0,446.0,21.58633880192582,9.07,0.14,0,14630.0,0,9.59089784437816,0,Unknow,0,0,0,1,0,0
SOAD03451,Flumevale,Yes,Other,Earth,1.735,0.12,10329.055897467022,Unknow,,0.10756952715642186,151.65114892635674,,,Unknow,18.62,Significant,Not Available,,0.1225,24.0,185.7,18.853404324207037,1.735,0.12,0,,1,,0,Unknow,0,0,1,1,1,0
SOAD09180,Flumevale,Yes,Unknow,Earth,3.808,0.065,2590.0,1904,,0.0788,39.0262400852618,,28/08/2020,6,14.11,Low,Satisfactory,2018-06-27,0.038,28.4,205.3,20.50712087150994,3.808,0.065,0,2590.0,0,7.85979918056211,0,Unknow,0,0,0,1,0,0
SOAD12155,Flumevale,Yes,Water Supply,Earth,13.096,0.092,25400.0,1959,,0.08077,10.65316,,25/01/2022,1,0.5,High,Satisfactory,2017-09-01,0.116,47.0,827.9,38.5,13.096,0.092,0,25400.0,0,10.1425438223104,0,Unknow,0,0,0,0,0,0
SOAD12724,Flumevale,Yes,Flood Risk Reduction,Earth,16.856,0.367,100400.0,1961,,0.05122,34.62277,Uncontrolled,01/10/2018,2,10.97,Significant,Not Available,,0.1583,21.2,334.7,21.34624425325799,16.856,0.367,0,100400.0,0,11.5169274463495,0,Unknow,0,0,0,0,0,0
SOAD18660,Flumevale,Yes,Fish and Wildlife Pond,Earth,6.814,0.225,8711.0,1971,,0.10740133406577457,39.171152004821806,Uncontrolled,07/09/2008,10,12.87,Low,Not Rated,,0.0453,44.8,401.1,20.643465574577743,6.814,0.225,0,8711.0,0,9.0724566646128,0,Unknow,0,0,0,1,1,0
SOAD20290,Flumevale,Yes,Water Supply,Earth,13.707,0.046,7000.0,1974,,0.0591,35.34454963125332,,04/02/2022,0.5,1.59,Low,Satisfactory,2017-09-01,0.0847,13.6,222.6,27.5,13.707,0.046,0,7000.0,0,8.8538082749772,0,Unknow,0,0,0,1,0,0
SOAD03024,Flumevale,Yes,Irrigation,Earth,7.385,0.232,13357.0,1959,,0.07092,15.97974,Uncontrolled,12/08/2021,6,0.0,Low,Not Rated,,0.0414,9.9,505.2,2.1,7.385,0.232,0,13357.0,0,9.49987073528558,0,Unknow,0,0,0,0,0,0
SOAD04642,Flumevale,Yes,Other,Earth,13.828,0.277,46500.0,1947,,0.06107,21.30632,,03/02/2022,1,6.65,Significant,Satisfactory,2017-09-01,0.1234,43.4,464.2,19.072624053151348,13.828,0.277,0,46500.0,0,10.7472290967206,0,Unknow,0,0,0,0,0,0
SOAD06590,Flumevale,Yes,Flood Risk Reduction,Earth,12.751,0.274,32200.0,1963,,0.05713,32.03720372075938,Uncontrolled,15/09/2022,3,0.0,High,Satisfactory,2022-09-15,0.0906,38.2,198.9,20.872070930505217,12.751,0.274,0,32200.0,0,10.3797527869509,0,Unknow,0,0,0,1,0,0
SOAD07005,Flumevale,Yes,Water Supply,Earth,7.774,0.322,43000.0,1982,,0.2561,61.85566508257576,,02/08/2022,1,0.0,Significant,Satisfactory,2017-09-01,0.1263,439.5,799.7,5.6,7.774,0.322,0,43000.0,0,10.6689786502192,0,Unknow,0,0,0,1,0,0
SOAD07659,Flumevale,Yes,Other,Earth,13.911,0.168,41800.0,2003,,0.04137,32.15574505579004,,10/08/2022,0.5,60.7854148722817,Low,Satisfactory,2017-09-01,0.0659,11.4,13.1,22.41481411105807,13.911,0.168,0,41800.0,0,10.6406755416717,0,Unknow,0,0,0,1,0,1
SOAD08358,Flumevale,Yes,Irrigation,Earth,19.367,0.083,22361.0,1947,,0.04137,29.29619,Uncontrolled,26/08/1999,0,7.79,Low,Not Rated,,0.0763,23.3,255.9,27.3,19.367,0.083,0,22361.0,0,10.0151183687073,0,Unknow,0,0,0,0,0,0
SOAD09358,Flumevale,Yes,Irrigation,Earth,4.461,0.133,8132.0,1892,,0.06698,38.438692223582144,,12/07/2017,6,15.03,Low,Not Rated,,0.0479,12.6,293.4,23.2,4.461,0.133,0,8132.0,0,9.00368513816677,0,Unknow,0,0,0,1,0,0
SOAD09524,Flumevale,Yes,Irrigation,Earth,6.251,0.167,14610.662616588887,2006,,0.07289,45.57467636597012,Uncontrolled,08/10/2019,6,30.72,Low,Fair,2012-09-14,0.0428,29.4,117.9,9.1,6.251,0.167,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD14752,Flumevale,Yes,Irrigation,Earth,3.038,0.3,12001.0,1882,,0.22852,405.0250050910196,,22/07/2010,6,18.55,Low,Not Rated,,0.0905,31.3,395.4,24.2,3.038,0.3,0,12001.0,0,9.39282858154946,0,Unknow,0,0,0,1,0,0
SOAD16782,Flumevale,Yes,Water Supply,Earth,16.232,0.52,182300.0,1996,,0.13002,42.11283383486239,,30/11/2021,1,0.0,Significant,Satisfactory,2017-09-01,0.1155,44.4,340.8,48.6,16.232,0.52,0,182300.0,0,12.1134144461152,0,Unknow,0,0,0,1,0,0
SOAD20294,Flumevale,Yes,Irrigation,Earth,6.81,0.179,24610.0,1905,,0.0591,39.47203251672893,,29/09/2020,6,34.37,Low,Satisfactory,2020-07-20,0.026,13.4,104.8,21.0,6.81,0.179,0,24610.0,0,10.1109487764482,0,Unknow,0,0,0,1,0,0
SOAD01145,Flumevale,Yes,Water Supply,Earth,5.461,0.127,5972.0,1952,,0.18321,7.98987,,11/01/2022,0.5,48.0266567492937,Low,Satisfactory,2017-09-01,0.0688,31.1,21.6,64.3,5.461,0.127,0,5972.0,0,8.69500459273231,0,Unknow,0,0,0,0,0,1
SOAD04299,Flumevale,Yes,Irrigation,Earth,8.604,0.087,5993.0,1950,,0.09456,149.14424,,19/09/1979,6,16.09,Low,Satisfactory,2016-08-12,0.0413,44.2,213.6,21.2,8.604,0.087,0,5993.0,0,8.69851424787661,0,Unknow,0,0,0,0,0,0
SOAD07376,Flumevale,Yes,Flood Risk Reduction,Earth,9.4,0.208,18230.0,1960,,0.08077,13.31645,Uncontrolled,11/04/2018,3,36.3,Low,Satisfactory,2016-08-11,0.071,29.3,188.2,18.30287077169321,9.4,0.208,0,18230.0,0,9.81087872080347,0,Unknow,0,0,0,0,0,0
SOAD09866,Flumevale,Yes,Irrigation,Earth,7.01,0.373,31377.459585962766,2008,,0.08274,7.98987,Uncontrolled,15/04/2019,6,93.02218182299202,Low,Not Rated,,0.0243,25.5,17.9,19.7,7.01,0.373,0,,1,,0,Unknow,0,0,1,0,0,1
SOAD11491,Flumevale,Yes,Irrigation,Earth,5.602,0.133,9692.0,1952,,0.03349,39.24251103522255,,26/09/2013,6,11.81,Low,Not Rated,,0.0494,45.3,177.8,29.4,5.602,0.133,0,9692.0,0,9.17915925449261,0,Unknow,0,0,0,1,0,0
SOAD14046,Flumevale,No,Irrigation,Earth,21.647,0.667,20000.0,1966,,0.00788,108.95127043144497,Uncontrolled,22/08/2022,3,7.92,Low,Satisfactory,2023-09-29,0.0644,25.7,275.0,5.0,21.647,0.667,0,20000.0,0,9.90353755128617,0,Unknow,0,0,0,1,0,0
SOAD00665,Flumevale,Yes,Irrigation,Earth,2.38,0.317,7116.0,1908,,0.2167,180.023634760509,,17/06/1992,6,20.05,Low,Not Rated,,0.0668,46.1,285.0,41.8,2.38,0.317,0,7116.0,0,8.87024156729927,0,Unknow,0,0,0,1,0,0
SOAD05070,Flumevale,Yes,Water Supply,Earth,15.545,0.333,20000.0,1951,,0.07289,4447.0843593336685,,06/04/2022,1,1.401668315626806,High,Satisfactory,2017-09-01,0.0796,18.3,847.5,62.0,15.545,0.333,0,20000.0,0,9.90353755128617,0,Unknow,0,0,0,1,0,1
SOAD09357,Flumevale,Yes,Irrigation,Earth,3.49,0.033,9838.431859115075,1924,,0.08274,35.91521798366969,Uncontrolled,17/08/1986,6,31.62,Low,Not Rated,,0.0958,42.8,125.6,25.6,3.49,0.033,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD10730,Flumevale,Yes,Irrigation,Earth,11.483,0.111,30587.0,1946,,0.05122,37.28606,,16/11/2020,6,31.97,Low,Satisfactory,2021-06-09,0.0346,37.8,223.6,3.9,11.483,0.111,0,30587.0,0,10.3283630541641,0,Unknow,0,0,0,0,0,0
SOAD11767,Flumevale,Yes,Water Supply,Earth,22.82,0.14,51000.0,1951,,0.06107,2.66329,,14/04/2022,1,16.83,Significant,Satisfactory,2017-09-01,0.1253,26.3,411.1,13.2,22.82,0.14,0,51000.0,0,10.8396005193574,0,Unknow,0,0,0,0,0,0
SOAD11909,Flumevale,Yes,Irrigation,Earth,6.861,0.233,21295.866661260297,2020,,0.06895,27.426311964958835,Uncontrolled,11/08/2022,1,1.2156615296125872,High,Satisfactory,2022-08-11,0.0972,14.8,908.9,30.4,6.861,0.233,0,,1,,0,Unknow,0,0,1,1,0,1
SOAD12457,Flumevale,Yes,Flood Risk Reduction,Earth,14.308,0.275,37847.0,1958,,0.06698,32.725400152569065,Uncontrolled,05/10/2020,3,9.88,Low,Not Rated,,0.0684,37.9,458.7,21.81415111000846,14.308,0.275,0,37847.0,0,10.541333417311,0,Unknow,0,0,0,1,0,0
SOAD17202,Flumevale,Yes,Water Supply,Earth,16.693,0.16,200000.0,1978,,0.08077,5.32658,,11/05/2022,1,1.32,High,Satisfactory,2017-09-01,0.0838,10.6,338.3,21.7,16.693,0.16,0,200000.0,0,12.2060776455177,0,Unknow,0,0,0,0,0,0
SOAD17555,Flumevale,Yes,Flood Risk Reduction,Earth,13.837,0.083,33500.0,1949,,0.06107,13.31645,,10/08/2022,1,0.0,High,Satisfactory,2017-09-01,0.0906,27.0,125.0,18.283951425435554,13.837,0.083,0,33500.0,0,10.4193305681139,0,Unknow,0,0,0,0,0,0
SOAD04889,Flumevale,Yes,Irrigation,Earth,7.426,0.305,79323.0,1906,,0.17336,7.98987,,21/04/2022,6,17.91,Low,Fair,2015-08-06,0.0437,17.7,224.1,4.6,7.426,0.305,0,79323.0,0,11.2812960100057,0,Unknow,0,0,0,0,0,0
SOAD05764,Flumevale,Yes,Irrigation,Earth,4.763,0.533,43571.10071844407,1914,,0.04925,34.231575328316296,Uncontrolled,22/03/2017,6,17.6,Low,Satisfactory,2018-08-23,0.0544,41.7,232.2,31.7,4.763,0.533,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD08154,Flumevale,No,Fish and Wildlife Pond,Earth,6.092,0.05,1671.0,1929,,0.09275637444960137,7.98987,Uncontrolled,17/07/2017,10,6.13,Low,Not Rated,,0.0654,25.1,390.7,20.113726205175052,6.092,0.05,0,1671.0,0,7.42177579364465,0,Unknow,0,0,0,0,1,0
SOAD10215,Flumevale,Yes,Water Supply,Earth,11.309,0.225,29225.0,1953,,0.18715,5.32658,,25/08/2022,0.5,52.634214120881495,Low,Satisfactory,2017-09-01,0.0734,17.0,5.2,36.7,11.309,0.225,0,29225.0,0,10.2828140030346,0,Unknow,0,0,0,0,0,1
SOAD14557,Flumevale,Yes,Flood Risk Reduction,Earth,7.446,0.333,28415.353111891425,1990,,0.09653,37.278641001729824,Uncontrolled,09/06/2021,6,7.93,Low,Not Rated,,0.0435,35.7,370.4,20.53056799842697,7.446,0.333,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD17477,Flumevale,Yes,Irrigation,Earth,5.808,0.275,28601.0,1904,,0.04137,34.051416755345265,,27/07/2020,6,36.52,Low,Fair,2021-09-13,0.0489,4.8,183.3,32.2,5.808,0.275,0,28601.0,0,10.2612319244329,0,Unknow,0,0,0,1,0,0
SOAD19545,Flumevale,Yes,Flood Risk Reduction,Earth,8.597,0.197,20990.41922387488,1964,,0.06895,7.98987,,13/05/1998,6,0.0,Low,Satisfactory,2019-07-23,0.0531,32.3,601.0,18.7212438103,8.597,0.197,0,,1,,0,Unknow,0,0,1,0,0,0
SOAD20251,Flumevale,Yes,Irrigation,Earth,5.711,0.22,20165.0,1956,,0.06501,32.92973502181077,,19/10/2017,6,13.39,Low,Fair,2020-05-04,0.0599,23.2,194.3,31.5,5.711,0.22,0,20165.0,0,9.91175329695316,0,Unknow,0,0,0,1,0,0
SOAD04655,Flumevale,Yes,Water Supply,Earth,13.178,0.2,56154.0,1949,,0.04334,5.32658,,10/08/2022,1,0.8031098208817766,High,Satisfactory,2017-09-01,0.1001,16.9,788.6,63.8,13.178,0.2,0,56154.0,0,10.9358710033971,0,Unknow,0,0,0,0,0,1
SOAD06838,Flumevale,Yes,"Fire Protection, Stock, Or Small Fish Pond",Earth,6.406,0.292,23963.52407878703,1950,,0.08077,7.98987,Uncontrolled,18/10/2022,6,6.56,Low,Unsatisfactory,2018-05-25,0.0706,46.8,175.0,20.328790657348396,6.406,0.292,0,,1,,0,Unknow,0,0,1,0,0,0
SOAD12276,Flumevale,Yes,Unknow,Earth,3.435,0.15,11236.237151033649,Unknow,,0.09988382619531742,41.41482418904296,Uncontrolled,21/10/2017,6,97.2574742417186,Low,Not Rated,,0.0785,5.4,16.6,20.007628366474925,3.435,0.15,0,,1,,0,Unknow,0,0,1,1,1,1
SOAD18864,Flumevale,Yes,Water Supply,Earth,3.907,0.067,9838.431859115075,1920,,0.11229,34.546235475481815,,19/09/1986,6,43.96,Low,Not Rated,,0.084,13.1,208.9,49.6,3.907,0.067,0,,1,,0,Unknow,0,0,1,1,0,0
SOAD00919,Flumevale,Yes,Water Supply,Earth,21.151,0.152,61000.0,1975,,0.05713,2.66329,,24/05/2023,0.5,56.89169500638254,Low,Fair,2017-09-01,0.0853,14.8,11.3,25.9,21.151,0.152,0,61000.0,0,11.0186455364637,0,Unknow,0,0,0,0,0,1
SOAD04049,Flumevale,Yes,Water Supply,Earth,13.813,0.057,8770.0,1951,,0.0906199999999999,34.61249292910917,,02/11/2021,1,22.6295057926433,Significant,Satisfactory,2017-09-01,0.1355,16.3,219.2,58.8,13.813,0.057,0,8770.0,0,9.07920610395138,0,Unknow,0,0,0,1,0,1
SOAD06220,Flumevale,Yes,Irrigation,Earth,7.009,0.093,10946.0,1946,,0.07683,42.290428190682746,,15/05/2020,6,36.46,Low,Fair,2016-03-30,0.0499,18.9,222.3,8.1,7.009,0.093,0,10946.0,0,9.30082072510456,0,Unknow,0,0,0,1,0,0
SOAD08243,Flumevale,Yes,Fish and Wildlife Pond,Earth,7.114,0.133,1600.0,1889,,0.05713,34.584224397794486,Uncontrolled,29/08/2019,6,60.03,Low,Not Rated,,0.063,47.1,101.9,22.622283498730525,7.114,0.133,0,1600.0,0,7.37838371299671,0,Unknow,0,0,0,1,0,0
