"ID","Region","Regulated.Dam","Primary.Purpose","Primary.Type","Height..m.","Length..km.","Volume..m3.","Year.Completed","Years.Modified","Surface..km2.","Drainage..km2.","Spillway","Last.Inspection.Date","Inspection.Frequency","Distance.to.Nearest.City..km.","Hazard","Assessment","Assessment.Date","Probability.of.Failure","Loss.given.failure...prop..Qm.","Loss.given.failure...liab..Qm.","Loss.given.failure...BI..Qm.","Height_clean","Length_clean","Length_missing","Volume_clean","Volume_missing","Volume_log","n_modifications","last_modification_year"
"SOAD00204","Navaldia","Yes","Other","Earth",6.271,0.083,NA,"1964","",0.00788,7.98987,"","29/07/2019","5",NA,"Low","Not Rated",NA,0.0652,35.5,15.9,NA,6.271,0.083,0,NA,1,NA,"0","Unknow"
"SOAD00227","Navaldia","No","Water Supply","Earth",4.083,0.4,NA,"1960","",0.10441,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0519,35.1,11.8,48.5,4.083,0.4,0,NA,1,NA,"0","Unknow"
"SOAD00514","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.446,0.075,NA,"1977","",0,1576.66768,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0848,31.5,17.2,NA,11.446,0.075,0,NA,1,NA,"0","Unknow"
"SOAD00705","Lyndrassia","No","Recreation","Earth",7.262,NA,0,"1966","",0.05122,255.67584,"","","0",0,"Low","Not Rated",NA,0.0702,47.3,357.8,3.7,7.262,NA,1,NA,1,NA,"0","Unknow"
"SOAD00815","Lyndrassia","No","Recreation","Earth",8.334,NA,0,"1966","",0.04334,548.63774,"","","0",28.24,"Low","Not Rated",NA,0.0635,18.2,186.4,3.7,8.334,NA,1,NA,1,NA,"0","Unknow"
"SOAD00835","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",7.508,0.15,NA,"1967","",0.03349,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0614,19.4,14.1,NA,7.508,0.15,0,NA,1,NA,"0","Unknow"
"SOAD00861","Flumevale","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",4.661,0.133,7875,"1949","",0.04137,15.97974,"","16/08/1979","6",14.71,"Low","Fair",2020-08-31,0.0717,8.2,177.9,NA,4.661,0.133,0,7875,0,8.97157543975902,"0","Unknow"
"SOAD00866","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",3.515,0.042,NA,"1930","",NA,NA,"","","Unknow",81.82,"Low","",NA,0.1246,13.2,140,NA,3.515,0.042,0,NA,1,NA,"0","Unknow"
"SOAD01319","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",5.436,0.1,NA,"1950","",NA,NA,"","","Unknow",73.69,"Low","",NA,0.0785,9.8,230.2,NA,5.436,0.1,0,NA,1,NA,"0","Unknow"
"SOAD01385","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",5.714,0.165,NA,"1957","",NA,NA,"","","Unknow",10.04,"Low","",NA,0.0846,11.3,415.8,NA,5.714,0.165,0,NA,1,NA,"0","Unknow"
"SOAD01568","Lyndrassia","No","Recreation","Earth",10.74,NA,0,"1972","",0.03349,1129.23496,"","","0",0,"High","Not Rated",NA,0.1382,40.6,903.9,3.1,10.74,NA,1,NA,1,NA,"0","Unknow"
"SOAD01904","Lyndrassia","No","Irrigation","Earth",8.704,NA,0,"1973","",0.04334,2884.34307,"","","0",0,"Low","Not Rated",NA,0.1233,44.9,787.7,36.5,8.704,NA,1,NA,1,NA,"0","Unknow"
"SOAD01925","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",7.84,0.133,NA,"1975","",NA,NA,"","","Unknow",68.48,"Low","",NA,0.0698,8.3,115.4,NA,7.84,0.133,0,NA,1,NA,"0","Unknow"
"SOAD02233","Lyndrassia","No","Other","Earth",6.785,0.2,0,"1968","",0.05122,769.69081,"","","0",0,"Low","Not Rated",NA,0.0755,20.8,792.6,NA,6.785,0.2,0,NA,1,NA,"0","Unknow"
"SOAD02419","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",3.656,0.043,NA,"1934","",NA,NA,"","","Unknow",49.2,"Low","",NA,0.0783,22.5,223.8,NA,3.656,0.043,0,NA,1,NA,"0","Unknow"
"SOAD02433","Lyndrassia","No","Recreation","Earth",6.597,NA,0,"1962","",0.06107,420.79982,"","18/05/1979","0",16.88,"High","Not Rated",NA,0.0853,7.4,456.8,5.1,6.597,NA,1,NA,1,NA,"0","Unknow"
"SOAD02443","Navaldia","Yes","Unknow","Earth",11.354,0.097,NA,"Unknow","2002F",0.03743,23.96961,"","24/03/2021","5",14.98,"High","Fair",2021-10-14,0.0846,8.7,356.1,NA,11.354,0.097,0,NA,1,NA,"1","2002"
"SOAD02454","Navaldia","Yes","Recreation","Earth",4.887,2.1,NA,"1950","",0,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.1182,11.8,8.8,4.4,4.887,2.1,0,NA,1,NA,"0","Unknow"
"SOAD02551","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",6.821,0.1,NA,"1947","",NA,NA,"","","Unknow",19.73,"Low","",NA,0.0711,16.1,110.6,NA,6.821,0.1,0,NA,1,NA,"0","Unknow"
"SOAD02580","Navaldia","Yes","Water Supply","Earth",12.619,0.17,NA,"1954","",0.04334,18.64303,"","23/09/2020","1",NA,"High","Fair",NA,0.1138,11.2,547.2,56.7,12.619,0.17,0,NA,1,NA,"0","Unknow"
"SOAD02783","Lyndrassia","No","Grade Stabilization","Earth",9.111,0.137,9160,"1980","",0.00788,1081.29574,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0999,46.3,23.2,NA,9.111,0.137,0,9160,0,9.12271062201521,"0","Unknow"
"SOAD03138","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",6.112,0.45,NA,"1969","",0.10244,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.1228,23.9,13.6,NA,6.112,0.45,0,NA,1,NA,"0","Unknow"
"SOAD03365","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",10.729,0.1,NA,"1954","",NA,NA,"","","Unknow",60.31,"Low","",NA,0.1049,14.3,210.8,NA,10.729,0.1,0,NA,1,NA,"0","Unknow"
"SOAD03419","Lyndrassia","No","Recreation","Earth",6.828,NA,0,"1961","",0.05122,814.96674,"","","0",0,"Low","Not Rated",NA,0.0739,15.4,494.7,3.8,6.828,NA,1,NA,1,NA,"0","Unknow"
"SOAD03477","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",3.498,0.058,NA,"1950","",NA,NA,"","","Unknow",58.45,"Low","",NA,0.0656,13.8,173.8,NA,3.498,0.058,0,NA,1,NA,"0","Unknow"
"SOAD03764","Navaldia","Yes","Unknow","Earth",8.473,0.178,15000,"1966","",0,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.1058,33.2,5.2,NA,8.473,0.178,0,15000,0,9.61587214452889,"0","Unknow"
"SOAD04250","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",7.005,0.033,NA,"1960","",NA,NA,"","","Unknow",12.39,"Low","",NA,0.1034,19.1,190.7,NA,7.005,0.033,0,NA,1,NA,"0","Unknow"
"SOAD04738","Lyndrassia","No","Recreation","Earth",8.393,NA,0,"1977","",0.04137,487.38207,"","","0",39.21,"Low","Not Rated",NA,0.1252,37.1,130.9,5.7,8.393,NA,1,NA,1,NA,"0","Unknow"
"SOAD04760","Navaldia","Yes","Flood Risk Reduction","Earth",11.847,0.21,NA,"1973","",0,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0904,29.6,16.8,NA,11.847,0.21,0,NA,1,NA,"0","Unknow"
"SOAD04967","Flumevale","Yes","Water Supply","Earth",6.722,0.117,14000,"1987","",0.05122,NA,"","10/10/2022","0.5",NA,"Low","Fair",2017-09-01,0.0733,43.6,8,54.5,6.722,0.117,0,14000,0,9.54688403461792,"0","Unknow"
"SOAD05025","Navaldia","No","Recreation","Earth",3.754,0.777,NA,"1955","",0.10047,0,"Uncontrolled","27/04/2011","Unknow",19.89,"Significant","Not Rated",2016-04-27,0.1256,39.9,387.1,6.7,3.754,0.777,0,NA,1,NA,"0","Unknow"
"SOAD05030","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.812,0.067,NA,"1945","",NA,10.65316,"","","Unknow",0,"Low","",NA,0.0639,19.2,408.3,NA,8.812,0.067,0,NA,1,NA,"0","Unknow"
"SOAD05060","Lyndrassia","No","Recreation","Earth",9.066,NA,0,"Unknow","",0.04137,1233.10327,"","","0",19.44,"High","Not Rated",NA,0.0937,7.2,407.3,6.6,9.066,NA,1,NA,1,NA,"0","Unknow"
"SOAD05520","Lyndrassia","No","Irrigation","Earth",8.4,NA,0,"Unknow","",0.04137,370.19731,"","","0",0,"Low","Not Rated",NA,0.0964,5.1,179.5,8.3,8.4,NA,1,NA,1,NA,"0","Unknow"
"SOAD05730","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.621,0.05,NA,"1924","",NA,NA,"","","Unknow",101.56,"Low","",NA,0.0824,8.8,177.4,NA,8.621,0.05,0,NA,1,NA,"0","Unknow"
"SOAD06457","Lyndrassia","No","Recreation","Earth",10.996,NA,0,"1970","",0.03546,194.42017,"","","0",6.21,"High","Not Rated",NA,0.1293,33.3,207.3,4.1,10.996,NA,1,NA,1,NA,"0","Unknow"
"SOAD06728","Lyndrassia","No","Flood Risk Reduction","Earth",8.83,NA,0,"1975","",0.04334,1989.47763,"","","0",0,"Low","Not Rated",NA,0.0576,22.4,778.3,NA,8.83,NA,1,NA,1,NA,"0","Unknow"
"SOAD06835","Lyndrassia","No","Grade Stabilization","Earth",8.406,0.158,13628,"1969","",0.03349,785.67055,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0755,22,12.4,NA,8.406,0.158,0,13628,0,9.51995515442751,"0","Unknow"
"SOAD07009","Lyndrassia","No","Flood Risk Reduction","Earth",9.114,0.178,17020,"2006","",0.03152,892.20215,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0621,42.7,17.5,NA,9.114,0.178,0,17020,0,9.74220315480797,"0","Unknow"
"SOAD07066","Navaldia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.951,0.4,NA,"1978","1983O;2010H",0,2.66329,"Uncontrolled","22/07/2021","5",0,"High","Satisfactory",2022-06-03,0.0776,43.2,897.6,NA,8.951,0.4,0,NA,1,NA,"2","2010"
"SOAD07519","Lyndrassia","No","Flood Risk Reduction","Earth",7.868,0.19,17152,"1999","",0.03743,1057.32613,"Uncontrolled","01/11/2000","1",NA,"Low","Not Rated",NA,0.0688,43.8,5.2,NA,7.868,0.19,0,17152,0,9.74992836440983,"0","Unknow"
"SOAD07539","Lyndrassia","No","Recreation","Earth",10.022,0.107,20000,"1966","",0.04925,258.33913,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1194,18.2,5,6.8,10.022,0.107,0,20000,0,9.90353755128617,"0","Unknow"
"SOAD07919","Lyndrassia","No","Recreation","Earth",8.563,NA,0,"1977","",0.04137,924.16163,"","","0",0,"Low","Not Rated",NA,0.1193,34.4,756.7,3,8.563,NA,1,NA,1,NA,"0","Unknow"
"SOAD09520","Lyndrassia","No","Flood Risk Reduction","Earth",5.863,0.215,6716,"1988","",0.05319,2010.78395,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0695,16.4,17.1,NA,5.863,0.215,0,6716,0,8.81239690526686,"0","Unknow"
"SOAD09647","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",3.003,0.1,NA,"1959","",NA,NA,"","","Unknow",65.65,"Low","",NA,0.0957,8.4,103.6,NA,3.003,0.1,0,NA,1,NA,"0","Unknow"
"SOAD10081","Lyndrassia","No","Grade Stabilization","Earth",11.611,0.087,8711,"1981","",0.05122,375.52389,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0653,12.7,14.2,NA,11.611,0.087,0,8711,0,9.0724566646128,"0","Unknow"
"SOAD10491","Navaldia","Yes","Water Supply","Earth",5.246,0.4,NA,"1890","",0.04137,5.32658,"","14/10/2020","1",NA,"High","Fair",NA,0.1151,19.5,497,62.8,5.246,0.4,0,NA,1,NA,"0","Unknow"
"SOAD10694","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",6.685,0.063,NA,"1958","",NA,NA,"","","Unknow",10.94,"Low","",NA,0.0716,13,168.8,NA,6.685,0.063,0,NA,1,NA,"0","Unknow"
"SOAD11170","Lyndrassia","No","Flood Risk Reduction","Earth",11.482,0.157,16556,"2000","",0.13593,1515.41201,"Uncontrolled","31/08/2000","0",NA,"Low","Not Rated",NA,0.064,40.4,12.9,NA,11.482,0.157,0,16556,0,9.71456425210761,"0","Unknow"
"SOAD11218","Lyndrassia","No","Recreation","Earth",9.107,NA,0,"1977","",0.0394,4010.91474,"","","0",0,"Low","Not Rated",NA,0.0979,9.9,811.5,5.2,9.107,NA,1,NA,1,NA,"0","Unknow"
"SOAD11322","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",5.039,0.083,NA,"1940","",NA,NA,"","","Unknow",3.23,"Low","",NA,0.1117,18.8,507.2,NA,5.039,0.083,0,NA,1,NA,"0","Unknow"
"SOAD11381","Lyndrassia","No","Recreation","Earth",8.541,NA,0,"1978","",0.0394,3355.7454,"","","0",6.5,"Low","Not Rated",NA,0.086,27.6,319.1,5.6,8.541,NA,1,NA,1,NA,"0","Unknow"
"SOAD11788","Navaldia","Yes","Recreation","Earth",5.298,0.1,NA,"1932","",0.06698,2.66329,"","09/06/2016","5",NA,"Low","Fair",NA,0.0643,17.1,21.4,4.6,5.298,0.1,0,NA,1,NA,"0","Unknow"
"SOAD11944","Lyndrassia","Yes","Other","Earth",6.727,0.04,NA,"1968","",NA,13.31645,"","","Unknow",8.01,"Low","",NA,0.0902,14.2,213.2,NA,6.727,0.04,0,NA,1,NA,"0","Unknow"
"SOAD11995","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",7.583,0.167,NA,"1968","",NA,NA,"","","Unknow",47.13,"Low","",NA,0.0598,10.5,181.4,NA,7.583,0.167,0,NA,1,NA,"0","Unknow"
"SOAD12019","Lyndrassia","No","Flood Risk Reduction","Earth",11.285,0.18,20771,"2005","",0.02561,1033.35652,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0909,30.4,21.2,NA,11.285,0.18,0,20771,0,9.94136120496421,"0","Unknow"
"SOAD12585","Lyndrassia","No","Grade Stabilization","Earth",7.805,0.217,11141,"1998","",0.03349,1302.34881,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1148,23.4,8.6,NA,7.805,0.217,0,11141,0,9.31847703058076,"0","Unknow"
"SOAD12962","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.064,NA,0,"1952","",0.04137,90.55186,"","","0",11.81,"Low","Not Rated",NA,0.0691,11.8,231.4,NA,9.064,NA,1,NA,1,NA,"0","Unknow"
"SOAD13077","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",6.418,0.45,NA,"1967","",0.0591,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0602,9.8,23.5,NA,6.418,0.45,0,NA,1,NA,"0","Unknow"
"SOAD13442","Lyndrassia","Yes","Flood Risk Reduction","Earth",14.972,0.107,22000,"1976","1993",0.03349,2.66329,"Uncontrolled","01/10/2020","3",0,"High","Satisfactory",2014-10-31,0.0997,28.2,939.6,NA,14.972,0.107,0,22000,0,9.99884318585288,"1","1993"
"SOAD13497","Flumevale","Yes","Irrigation","Earth",3.902,0.067,0,"1909","",0.08274,0,"","26/08/1979","6",64.92,"Low","Not Rated",NA,0.0839,43.5,90.3,41.9,3.902,0.067,0,NA,1,NA,"0","Unknow"
"SOAD13994","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",8.316,0.05,NA,"1965","",NA,NA,"","","Unknow",4.67,"Low","",NA,0.0758,11.3,152.4,NA,8.316,0.05,0,NA,1,NA,"0","Unknow"
"SOAD14190","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",7.132,0.083,NA,"1950","",NA,NA,"","","Unknow",79.82,"Low","",NA,0.078,18.8,99.4,NA,7.132,0.083,0,NA,1,NA,"0","Unknow"
"SOAD14290","Lyndrassia","No","Recreation","Earth",8.557,NA,0,"1970","",0.04137,439.44285,"","","0",0,"Low","Not Rated",NA,0.1241,33,436.9,7.2,8.557,NA,1,NA,1,NA,"0","Unknow"
"SOAD14811","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",10.165,0.067,NA,"1973","",NA,NA,"","","Unknow",29.59,"Low","",NA,0.0962,22.5,263.7,NA,10.165,0.067,0,NA,1,NA,"0","Unknow"
"SOAD15045","Lyndrassia","No","Flood Risk Reduction","Earth",11.632,NA,0,"1971","",0.03349,492.70865,"","","0",22.69,"High","Not Rated",NA,0.1214,29.1,438.6,NA,11.632,NA,1,NA,1,NA,"0","Unknow"
"SOAD15318","Lyndrassia","No","Flood Risk Reduction","Earth",10.557,NA,0,"1965","",0.03349,1416.87028,"","21/09/1978","0",0,"High","Not Rated",NA,0.1126,33,379,NA,10.557,NA,1,NA,1,NA,"0","Unknow"
"SOAD15338","Lyndrassia","Yes","Irrigation","Earth",14.042,0.08,NA,"1936","",NA,NA,"","","Unknow",34.53,"Low","",NA,0.0981,21.9,209.9,28.3,14.042,0.08,0,NA,1,NA,"0","Unknow"
"SOAD15506","Lyndrassia","No","Flood Risk Reduction","Earth",10.581,0.153,20296,"1994","",0.04925,3177.30497,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0742,21.9,6.6,NA,10.581,0.153,0,20296,0,9.91822837085763,"0","Unknow"
"SOAD15667","Navaldia","No","Irrigation","Earth",2.74,0.083,NA,"1956","",0.08668,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.1247,18.8,5.6,18.7,2.74,0.083,0,NA,1,NA,"0","Unknow"
"SOAD15930","Flumevale","Yes","Irrigation","Earth",7.809,0.1,NA,"1895","",0.05122,74.57212,"Uncontrolled","13/08/2020","6",48.85,"Low","Not Rated",NA,0.0552,5.2,143.9,22.7,7.809,0.1,0,NA,1,NA,"0","Unknow"
"SOAD16003","Lyndrassia","Yes","Irrigation","Earth",6.07,0.073,NA,"1938","",NA,NA,"","","Unknow",19.77,"Low","",NA,0.0797,20.5,118.2,17.7,6.07,0.073,0,NA,1,NA,"0","Unknow"
"SOAD16026","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",7.591,0.075,NA,"1959","",NA,NA,"","","Unknow",16.97,"Low","",NA,0.1047,20.1,245.2,NA,7.591,0.075,0,NA,1,NA,"0","Unknow"
"SOAD16078","Navaldia","Yes","Water Supply","Earth",4.076,0.122,NA,"1957","",0.0591,0,"","","Unknow",21.83,"Low","Not Rated",2014-06-18,0.1025,9.3,437.6,32.2,4.076,0.122,0,NA,1,NA,"0","Unknow"
"SOAD16352","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.105,NA,0,"1968","",0.04334,229.04294,"","","0",22.83,"Low","Not Rated",NA,0.0861,29.5,187.5,NA,9.105,NA,1,NA,1,NA,"0","Unknow"
"SOAD16425","Lyndrassia","No","Recreation","Earth",8.572,NA,0,"1956","",0.04137,122.51134,"","","0",0,"High","Not Rated",NA,0.1101,24.7,701.5,5,8.572,NA,1,NA,1,NA,"0","Unknow"
"SOAD16486","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",5.41,0.283,NA,"1950","",0.0394,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0932,9.9,10.5,NA,5.41,0.283,0,NA,1,NA,"0","Unknow"
"SOAD16650","Lyndrassia","No","Recreation","Earth",8.419,NA,0,"1970","",0.04334,1004.06033,"","","0",7.79,"High","Not Rated",NA,0.1066,46.9,112.5,3.4,8.419,NA,1,NA,1,NA,"0","Unknow"
"SOAD16659","Lyndrassia","No","Recreation","Earth",10.762,NA,0,"Unknow","",0.03349,258.33913,"","","0",0,"Low","Not Rated",NA,0.1087,14,573.4,3.1,10.762,NA,1,NA,1,NA,"0","Unknow"
"SOAD16707","Lyndrassia","No","Grade Stabilization","Earth",9.275,0.165,10326,"2002","",0.03349,806.97687,"Uncontrolled","11/06/2002","0",NA,"Low","Not Rated",NA,0.0947,7.7,20.7,NA,9.275,0.165,0,10326,0,9.2425171036714,"0","Unknow"
"SOAD16798","Lyndrassia","Yes","Irrigation","Earth",5.067,0.133,NA,"1935","",NA,21.30632,"","01/01/1962","Unknow",88.25,"Low","",NA,0.102,16.1,125.8,9.1,5.067,0.133,0,NA,1,NA,"0","Unknow"
"SOAD17385","Flumevale","Yes","Irrigation","Earth",2.486,0.67,26471,"1886","",0.05713,0,"","30/09/2013","6",13.24,"Low","Not Rated",NA,0.0745,36.5,330.9,12.7,2.486,0.67,0,26471,0,10.1838428496014,"0","Unknow"
"SOAD17433","Navaldia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.349,0.149,9459,"1973","",0,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0993,6.2,21.9,NA,10.349,0.149,0,9459,0,9.15482766204592,"0","Unknow"
"SOAD17769","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",4.166,0.1,NA,"1945","",NA,NA,"","","Unknow",52.08,"Low","",NA,0.062,14.9,84.7,NA,4.166,0.1,0,NA,1,NA,"0","Unknow"
"SOAD17908","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.443,0.173,8574,"1981","",0.07683,591.25038,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1133,9.2,18.8,NA,9.443,0.173,0,8574,0,9.05660627203414,"0","Unknow"
"SOAD18124","Lyndrassia","Yes","Irrigation","Earth",6.453,0.267,NA,"1963","",NA,98.54173,"","","Unknow",73.03,"Low","",NA,0.0781,8.1,143.5,42.6,6.453,0.267,0,NA,1,NA,"0","Unknow"
"SOAD18287","Navaldia","Yes","Recreation","Earth",6.746,0.125,NA,"1959","",0.04925,13.31645,"","13/07/2018","5",NA,"Low","Not Rated",NA,0.1025,29.2,19,6.9,6.746,0.125,0,NA,1,NA,"0","Unknow"
"SOAD18379","Lyndrassia","No","Debris Control","Earth",11.489,0.15,18767,"1977","",0.00788,633.86302,"Uncontrolled","29/05/1980","0",NA,"High","Not Rated",NA,0.1019,17.5,712.9,NA,11.489,0.15,0,18767,0,9.83990857089326,"0","Unknow"
"SOAD18410","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.127,NA,0,"1976","",0.04334,870.89583,"","","0",0,"Low","Not Rated",NA,0.0913,45.1,205.3,NA,9.127,NA,1,NA,1,NA,"0","Unknow"
"SOAD18498","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",5.246,0.2,NA,"1965","",NA,NA,"","","Unknow",15.45,"Low","",NA,0.0877,20.4,312.9,NA,5.246,0.2,0,NA,1,NA,"0","Unknow"
"SOAD18553","Navaldia","Yes","Unknow","Earth",6.681,0.097,NA,"Unknow","",0.05122,NA,"","30/01/2020","5",NA,"High","Fair",2020-04-17,0.0749,47,711.7,NA,6.681,0.097,0,NA,1,NA,"0","Unknow"
"SOAD18767","Lyndrassia","No","Debris Control","Earth",8.009,0.1,12343,"1976","",0.05319,1456.81963,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.067,15.9,14.7,NA,8.009,0.1,0,12343,0,9.420925394043,"0","Unknow"
"SOAD18790","Lyndrassia","Yes","Irrigation","Earth",11.666,0.05,NA,"1964","",NA,2.66329,"","","Unknow",75.11,"Low","",NA,0.1149,23.3,215.4,45.7,11.666,0.05,0,NA,1,NA,"0","Unknow"
"SOAD18803","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",6.963,0.067,NA,"1945","",NA,5.32658,"","","Unknow",120.06,"Low","",NA,0.1025,13,218.4,NA,6.963,0.067,0,NA,1,NA,"0","Unknow"
"SOAD19613","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.046,0.088,6000,"1974","",0.03349,961.44769,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1009,19.7,13.4,NA,9.046,0.088,0,6000,0,8.69968140098951,"0","Unknow"
"SOAD19958","Lyndrassia","Yes","Irrigation","Earth",7.284,1.76,NA,"1960","",NA,82.56199,"","","Unknow",28.82,"Low","",NA,0.0956,5.7,269.3,16.8,7.284,1.76,0,NA,1,NA,"0","Unknow"
"SOAD20440","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",6.899,0.05,NA,"1960","",NA,NA,"","","Unknow",25.13,"Low","",NA,0.1001,18,293.7,NA,6.899,0.05,0,NA,1,NA,"0","Unknow"
"SOAD00530","Lyndrassia","No","Recreation","Earth",10.986,NA,0,"1970","",0.03349,402.15679,"","16/05/1979","0",17.59,"High","Not Rated",NA,0.1182,24.4,458.1,7.7,10.986,NA,1,NA,1,NA,"0","Unknow"
"SOAD00656","Lyndrassia","No","Grade Stabilization","Earth",8.773,0.083,7755,"1974","",0.03152,1020.04007,"Uncontrolled","","5",NA,"Significant","Not Rated",NA,0.1414,14.5,318.1,NA,8.773,0.083,0,7755,0,8.95622201636254,"0","Unknow"
"SOAD00811","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",7.054,0.1,NA,"1960","",NA,NA,"","","Unknow",9.86,"Low","",NA,0.0893,16.5,201.3,NA,7.054,0.1,0,NA,1,NA,"0","Unknow"
"SOAD00909","Lyndrassia","No","Recreation","Earth",8.711,NA,0,"1969","",0.04334,1198.4805,"","","0",0,"High","Not Rated",NA,0.0818,15.6,551.8,6.7,8.711,NA,1,NA,1,NA,"0","Unknow"
"SOAD01167","Flumevale","Yes","Irrigation","Earth",8.106,0.2,28848,"1913","",0.05122,0,"","27/07/2020","6",36.25,"Low","Not Rated",NA,0.0684,29.6,167.4,25.6,8.106,0.2,0,28848,0,10.2698306092904,"0","Unknow"
"SOAD01618","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",4.264,0.154,NA,"1955","",NA,7.98987,"","","Unknow",59.24,"Low","",NA,0.0873,11.6,169.8,NA,4.264,0.154,0,NA,1,NA,"0","Unknow"
"SOAD01656","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",6.511,0.067,NA,"1967","",NA,NA,"","","Unknow",46.61,"Low","",NA,0.0895,20.5,159.4,NA,6.511,0.067,0,NA,1,NA,"0","Unknow"
"SOAD02155","Navaldia","No","Unknow","Earth",8.759,0.233,12690,"1983","",0,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0818,25.3,5.4,NA,8.759,0.233,0,12690,0,9.44864835981016,"0","Unknow"
"SOAD02211","Navaldia","No","Irrigation","Earth",6.777,0.295,NA,"1969","",0,0,"","","Unknow",NA,"Low","Not Rated",2014-06-18,0.0837,19.8,11.2,27.9,6.777,0.295,0,NA,1,NA,"0","Unknow"
"SOAD02494","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.724,NA,0,"1963","",0.03546,151.80753,"","","0",35.64,"Low","Not Rated",NA,0.1017,20.3,129.3,NA,10.724,NA,1,NA,1,NA,"0","Unknow"
"SOAD02745","Flumevale","Yes","Irrigation","Earth",7.643,0.207,NA,"1978","",0.05713,0,"Uncontrolled","19/02/2016","6",26.26,"Low","Fair",2022-09-29,0.0585,39.4,119,28.3,7.643,0.207,0,NA,1,NA,"0","Unknow"
