"ID","Region","Regulated.Dam","Primary.Purpose","Primary.Type","Height..m.","Length..km.","Volume..m3.","Year.Completed","Years.Modified","Surface..km2.","Drainage..km2.","Spillway","Last.Inspection.Date","Inspection.Frequency","Distance.to.Nearest.City..km.","Hazard","Assessment","Assessment.Date","Probability.of.Failure","Loss.given.failure...prop..Qm.","Loss.given.failure...liab..Qm.","Loss.given.failure...BI..Qm.","Height_clean","Length_clean","Length_missing","Volume_clean","Volume_missing","Volume_log","n_modifications","last_modification_year"
"SOAD00128","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.379,NA,0,"1975","",0.01576,215.72649,"","","0",11.63,"Low","Not Rated",NA,0.0976,12.4,323.3,NA,9.379,NA,1,NA,1,NA,0,"Unknow"
"SOAD00174","Lyndrassia","No","Grade Stabilization","Earth",9.427,0.09,7018,"1990","",0.08471,5904.51393,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0655,46,9.3,NA,9.427,0.09,0,7018,0,8.85637603673042,0,"Unknow"
"SOAD02205","Lyndrassia","No","Grade Stabilization","Earth",11.343,0.066,4698,"1994","",0.06895,2671.27987,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1134,8.4,23.5,NA,11.343,0.066,0,4698,0,8.45510499910282,0,"Unknow"
"SOAD02993","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.553,0.103,9600,"2002","",0.03152,932.1515,"Uncontrolled","01/09/2002","0",NA,"Low","Not Rated",NA,0.0672,47.6,20.9,NA,11.553,0.103,0,9600,0,9.16962253869762,0,"Unknow"
"SOAD04024","Lyndrassia","No","Grade Stabilization","Earth",10.687,0.123,8503,"1997","",0.11229,1773.75114,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1012,26.3,5.3,NA,10.687,0.123,0,8503,0,9.04829192002178,0,"Unknow"
"SOAD04492","Lyndrassia","Yes","Tailings","Earth",27.539,1.3,1040000,"1953","",0.03349,0,"Uncontrolled","07/02/2022","2",1.66,"High","Satisfactory","2008-12-23",0.099,30.3,909.1,NA,27.539,1.3,0,1040000,0,13.8547322326556,0,"Unknow"
"SOAD04788","Lyndrassia","No","Grade Stabilization","Earth",12.7,0.078,7550,"2004","",0.05713,961.44769,"Uncontrolled","01/11/2004","0",NA,"Low","Not Rated",NA,0.068,7.6,18.5,NA,12.7,0.078,0,7550,0,8.92943528380342,0,"Unknow"
"SOAD05339","Lyndrassia","No","Grade Stabilization","Earth",9.44,0.095,6493,"1998","",0.10244,1861.63971,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0679,13.8,17.6,NA,9.44,0.095,0,6493,0,8.77863395266279,0,"Unknow"
"SOAD05600","Lyndrassia","No","Other","Earth",9.05,0.147,11700,"2004","",0.01576,503.36181,"Uncontrolled","28/01/2004","1",NA,"Low","Not Rated",NA,0.08,43.3,17.1,NA,9.05,0.147,0,11700,0,9.36742958721896,0,"Unknow"
"SOAD06248","Lyndrassia","No","Grade Stabilization","Earth",9.055,0.167,7800,"1976","",0.06698,934.81479,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0614,13.6,8.9,NA,9.055,0.167,0,7800,0,8.96200720958831,0,"Unknow"
"SOAD06320","Lyndrassia","No","Grade Stabilization","Earth",11.145,0.154,18062,"1995","",0.00788,402.15679,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0983,13,19.2,NA,11.145,0.154,0,18062,0,9.80162092613256,0,"Unknow"
"SOAD06784","Lyndrassia","No","Flood Risk Reduction","Earth",9.591,0.13,12250,"1994","",0.13987,1725.81192,"Uncontrolled","01/08/1995","0",NA,"Low","Not Rated",NA,0.0893,6.3,6.4,NA,9.591,0.13,0,12250,0,9.41336284529417,0,"Unknow"
"SOAD07205","Lyndrassia","No","Grade Stabilization","Earth",9.317,0.127,8242,"1992","",0.04925,1158.53115,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1101,25,14.1,NA,9.317,0.127,0,8242,0,9.01711963431323,0,"Unknow"
"SOAD10258","Lyndrassia","No","Grade Stabilization","Earth",11.491,0.117,13836,"1984","",0.07486,1022.70336,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.132,27.3,11.3,NA,11.491,0.117,0,13836,0,9.53510144266938,0,"Unknow"
"SOAD10831","Lyndrassia","No","Other","Earth",10.488,0.114,12391,"2000","",0.18715,4090.81344,"Controlled","01/11/2000","0",NA,"Low","Not Rated",NA,0.1077,22,19.4,NA,10.488,0.114,0,12391,0,9.4248063820967,0,"Unknow"
"SOAD11048","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",10.379,0.2,NA,"1954","",NA,NA,"","","Unknow",81.96,"Low","",NA,0.0778,15.4,58.9,NA,10.379,0.2,0,NA,1,NA,0,"Unknow"
"SOAD12860","Lyndrassia","No","Grade Stabilization","Earth",9.768,0.114,8265,"1994","",0.20291,13590.76887,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.102,11.4,20.8,NA,9.768,0.114,0,8265,0,9.01990599507168,0,"Unknow"
"SOAD14012","Lyndrassia","No","Grade Stabilization","Earth",11.005,0.107,6970,"1977","",0.17927,2117.31555,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.066,12.6,22.7,NA,11.005,0.107,0,6970,0,8.8495139654864,0,"Unknow"
"SOAD14424","Lyndrassia","No","Grade Stabilization","Earth",10.806,0.083,5455,"1988","",0.04137,553.96432,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1066,41.8,17.7,NA,10.806,0.083,0,5455,0,8.6044711995233,0,"Unknow"
"SOAD14496","Lyndrassia","No","Grade Stabilization","Earth",9.73,0.137,9247,"1999","",0.03546,900.19202,"Uncontrolled","10/08/1999","0",NA,"Low","Not Rated",NA,0.098,45.4,8.8,NA,9.73,0.137,0,9247,0,9.13216259091216,0,"Unknow"
"SOAD15275","Lyndrassia","No","Grade Stabilization","Earth",10.828,0.113,12090,"2004","",0.12017,735.06804,"Uncontrolled","01/11/2004","0",NA,"Low","Not Rated",NA,0.0899,20.8,11.6,NA,10.828,0.113,0,12090,0,9.40021665317425,0,"Unknow"
"SOAD15492","Lyndrassia","No","Fish and Wildlife Pond","Earth",10.061,0.108,8379,"1990","",0.00788,2269.12308,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.08,16.4,13.9,NA,10.061,0.108,0,8379,0,9.03360319347613,0,"Unknow"
"SOAD17227","Lyndrassia","No","Grade Stabilization","Earth",9.011,0.153,11785,"1992","",0.02561,761.70094,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0646,22.3,17.5,NA,9.011,0.153,0,11785,0,9.37466766539786,0,"Unknow"
"SOAD18212","Lyndrassia","No","Grade Stabilization","Earth",12.277,0.133,7800,"1974","",0.01773,559.2909,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1205,5.9,15.3,NA,12.277,0.133,0,7800,0,8.96200720958831,0,"Unknow"
"SOAD18451","Lyndrassia","No","Grade Stabilization","Earth",9.508,0.15,8384,"1977","",0.03349,950.79453,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0628,11.5,11.5,NA,9.508,0.15,0,8384,0,9.03419967425731,0,"Unknow"
"SOAD19015","Lyndrassia","No","Grade Stabilization","Earth",8.844,0.088,7244,"1992","",0.0394,1214.46024,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0895,33.1,6.3,NA,8.844,0.088,0,7244,0,8.88806685475478,0,"Unknow"
"SOAD00125","Lyndrassia","No","Other","Earth",13.23,0.129,5788,"1999","",0.06698,2082.69278,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0689,14.7,5.9,NA,13.23,0.129,0,5788,0,8.663714844079,0,"Unknow"
"SOAD00290","Lyndrassia","No","Grade Stabilization","Earth",10.303,0.14,13373,"1994","",0.08668,2008.12066,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0867,33.6,18.2,NA,10.303,0.14,0,13373,0,9.50106780261392,0,"Unknow"
"SOAD01004","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",3.637,0.175,NA,"1935","",NA,NA,"","","Unknow",7.66,"Significant","",NA,0.1457,32.8,408.2,NA,3.637,0.175,0,NA,1,NA,0,"Unknow"
"SOAD01440","Lyndrassia","No","Grade Stabilization","Earth",10.648,0.133,5790,"2006","",0.00788,3771.21864,"Uncontrolled","30/09/2006","0",NA,"Low","Not Rated",NA,0.094,9.2,17.4,NA,10.648,0.133,0,5790,0,8.66406026722579,0,"Unknow"
"SOAD02125","Lyndrassia","No","Grade Stabilization","Earth",10.231,0.127,14196,"2003","",0.04334,1344.96145,"Uncontrolled","23/10/2003","0",NA,"Low","Not Rated",NA,0.0977,12.4,8.2,NA,10.231,0.127,0,14196,0,9.56078595366357,0,"Unknow"
"SOAD04714","Lyndrassia","No","Grade Stabilization","Earth",9.415,0.092,3900,"2004","",0.01576,61.25567,"Uncontrolled","01/11/2004","0",NA,"Low","Not Rated",NA,0.0768,15,9.2,NA,9.415,0.092,0,3900,0,8.26898820950666,0,"Unknow"
"SOAD06072","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.106,NA,0,"1976","",0.01576,130.50121,"","","0",0,"Low","Not Rated",NA,0.1222,15.2,654.8,NA,10.106,NA,1,NA,1,NA,0,"Unknow"
"SOAD07270","Lyndrassia","No","Other","Earth",10.194,0.077,6334,"2005","",0.03349,894.86544,"Uncontrolled","26/04/2006","0",NA,"Low","Not Rated",NA,0.088,21.8,10.2,NA,10.194,0.077,0,6334,0,8.75384509275524,0,"Unknow"
"SOAD07748","Lyndrassia","Yes","Recreation","Earth",12.89,0,0,"1960","",0.01773,0,"","28/02/2023","2",9.85,"Low","Satisfactory","2018-01-26",0.0724,33.4,240,3.3,12.89,NA,1,NA,1,NA,0,"Unknow"
"SOAD10653","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.752,0.1,9910,"2001","",0.01576,133.1645,"Uncontrolled","01/09/2001","0",NA,"Low","Not Rated",NA,0.0584,43.2,14.6,NA,11.752,0.1,0,9910,0,9.20140053040671,0,"Unknow"
"SOAD10750","Lyndrassia","No","Grade Stabilization","Earth",9.489,0.132,8381,"1996","",0.0788,2378.31797,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.115,5.3,21.9,NA,9.489,0.132,0,8381,0,9.03384182848502,0,"Unknow"
"SOAD13087","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.891,0.139,8060,"1994","",0.00788,85.22528,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1048,29.8,22.2,NA,9.891,0.139,0,8060,0,8.9947928972836,0,"Unknow"
"SOAD13570","Lyndrassia","No","Grade Stabilization","Earth",9.049,0.14,8050,"2003","",0.02561,229.04294,"Uncontrolled","30/09/2003","0",NA,"Low","Not Rated",NA,0.0946,22.9,11.7,NA,9.049,0.14,0,8050,0,8.99355158629998,0,"Unknow"
"SOAD14612","Lyndrassia","No","Grade Stabilization","Earth",11.453,0.059,7619,"1992","",0.00788,183.76701,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1012,19.4,22,NA,11.453,0.059,0,7619,0,8.93853164868069,0,"Unknow"
"SOAD15790","Lyndrassia","No","Flood Risk Reduction","Earth",9.974,0.127,10930,"1985","",0.01773,95.87844,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0867,21.1,13.7,NA,9.974,0.127,0,10930,0,9.29935806829384,0,"Unknow"
"SOAD16199","Lyndrassia","No","Grade Stabilization","Earth",9.119,0.08,6144,"1991","",0.02364,178.44043,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1104,16.3,19.6,NA,9.119,0.08,0,6144,0,8.72339402200014,0,"Unknow"
"SOAD16332","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",9.811,0.095,7414,"1989","",0.08668,673.81237,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1244,31.6,12.3,NA,9.811,0.095,0,7414,0,8.91126025457203,0,"Unknow"
"SOAD18048","Lyndrassia","No","Grade Stabilization","Earth",9.544,0.068,6424,"1996","",0.03546,841.59964,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1003,28.5,5.7,NA,9.544,0.068,0,6424,0,8.76795190976342,0,"Unknow"
"SOAD19197","Lyndrassia","No","Grade Stabilization","Earth",11.564,0.103,3671,"1991","",0.04334,633.86302,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1129,17.4,8.7,NA,11.564,0.103,0,3671,0,8.20849175174038,0,"Unknow"
"SOAD00248","Lyndrassia","No","Recreation","Earth",10.932,NA,0,"1960","",0.01576,226.37965,"","","0",28.25,"High","Not Rated",NA,0.1022,37.6,283.6,8.2,10.932,NA,1,NA,1,NA,0,"Unknow"
"SOAD02474","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",9.067,0.1,NA,"1942","",NA,NA,"","","Unknow",25.5,"Low","",NA,0.1207,20,162.3,NA,9.067,0.1,0,NA,1,NA,0,"Unknow"
"SOAD05656","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.425,0.2,30000,"1976","",0.03349,2226.51044,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1206,15.8,18.3,NA,8.425,0.2,0,30000,0,10.3089859934221,0,"Unknow"
"SOAD06762","Lyndrassia","No","Recreation","Earth",10.14,NA,0,"1964","",0.01576,665.8225,"","","0",4.75,"High","Not Rated",NA,0.1104,27.3,501.1,4.8,10.14,NA,1,NA,1,NA,0,"Unknow"
"SOAD07545","Lyndrassia","Yes","Recreation","Earth",10.844,0.122,NA,"1965","",NA,5.32658,"Uncontrolled","","Unknow",49.11,"Low","",NA,0.1167,8,232.7,7.2,10.844,0.122,0,NA,1,NA,0,"Unknow"
"SOAD08013","Lyndrassia","No","Recreation","Earth",10.388,NA,0,"1960","",0.01773,74.57212,"","","0",46.81,"Low","Not Rated",NA,0.0909,16.5,152.1,6.9,10.388,NA,1,NA,1,NA,0,"Unknow"
"SOAD09258","Lyndrassia","No","Grade Stabilization","Earth",10.694,0.113,9923,"1992","",0.03349,902.85531,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0707,5.6,13.5,NA,10.694,0.113,0,9923,0,9.20271134481169,0,"Unknow"
"SOAD09675","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.402,NA,0,"1980","",0.01773,101.20502,"","01/11/1984","0",47.8,"Low","Not Rated",NA,0.1046,44,110.9,NA,10.402,NA,1,NA,1,NA,0,"Unknow"
"SOAD12071","Lyndrassia","No","Grade Stabilization","Earth",9.47,0.101,8237,"1994","",0.01576,279.64545,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0993,9.8,17.3,NA,9.47,0.101,0,8237,0,9.01651287499603,0,"Unknow"
"SOAD12894","Lyndrassia","No","Recreation","Earth",9.738,0.115,7759,"1998","",0.02561,372.8606,"Uncontrolled","","2",NA,"Low","Not Rated",NA,0.1185,16.5,6.8,7.1,9.738,0.115,0,7759,0,8.95673761317726,0,"Unknow"
"SOAD13329","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.771,NA,0,"1977","",0.01576,175.77714,"","","0",0,"Low","Not Rated",NA,0.0949,28.6,118.8,NA,10.771,NA,1,NA,1,NA,0,"Unknow"
"SOAD14450","Lyndrassia","Yes","Unknow","Earth",13.009,0.009,NA,"Unknow","",0.02167,0,"","19/12/2018","5",NA,"Significant","Satisfactory","2014-01-02",0.102,40.4,203.2,NA,13.009,0.009,0,NA,1,NA,0,"Unknow"
"SOAD18070","Lyndrassia","No","Grade Stabilization","Earth",10.199,0.088,11267,"1997","",0.01773,135.82779,"Uncontrolled","10/07/1998","0",NA,"Low","Not Rated",NA,0.0878,43.4,10.3,NA,10.199,0.088,0,11267,0,9.32972212899626,0,"Unknow"
"SOAD18192","Lyndrassia","No","Grade Stabilization","Earth",11.514,0.2,16800,"1983","",0.26989,1917.5688,"","","0",NA,"Low","Not Rated",NA,0.0879,628.3,13.2,NA,11.514,0.2,0,16800,0,9.7291936874294,0,"Unknow"
"SOAD20293","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",13.198,0.144,NA,"1964","",NA,NA,"","","Unknow",32.92,"Low","",NA,0.1239,8.1,154.4,NA,13.198,0.144,0,NA,1,NA,0,"Unknow"
"SOAD00039","Lyndrassia","No","Debris Control","Earth",9.597,0.12,NA,"1970","",0.0453099999999999,7.98987,"Uncontrolled","02/08/2023","4",17.78,"Low","Fair","2023-08-02",0.074,44,382,NA,9.597,0.12,0,NA,1,NA,0,"Unknow"
"SOAD00205","Lyndrassia","Yes","Recreation","Earth",8.349,0.14,NA,"1950","",NA,50.60251,"","","Unknow",9.98,"Low","",NA,0.094,12.1,235.8,8.5,8.349,0.14,0,NA,1,NA,0,"Unknow"
"SOAD00456","Lyndrassia","No","Grade Stabilization","Earth",11.873,0.1,9700,"1987","",0.01773,692.4554,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0697,27,5.1,NA,11.873,0.1,0,9700,0,9.17998425196128,0,"Unknow"
"SOAD01000","Lyndrassia","No","Grade Stabilization","Earth",10.085,0.094,5580,"1991","",0.02561,1057.32613,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0738,6.8,20.8,NA,10.085,0.094,0,5580,0,8.62712325078843,0,"Unknow"
"SOAD01210","Lyndrassia","No","Recreation","Earth",10.356,NA,0,"1965","",0.01576,162.46069,"","","0",9.36,"High","Not Rated",NA,0.1535,11.9,393,5,10.356,NA,1,NA,1,NA,0,"Unknow"
"SOAD02025","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.671,0.134,9126,"2002","",0.01576,900.19202,"Uncontrolled","01/09/2002","0",NA,"Low","Not Rated",NA,0.0927,36.5,6,NA,11.671,0.134,0,9126,0,9.11899233251688,0,"Unknow"
"SOAD03443","Lyndrassia","No","Recreation","Earth",10.142,NA,0,"1959","",0.01576,90.55186,"","","0",14.96,"Low","Not Rated",NA,0.052,21.5,296.2,7,10.142,NA,1,NA,1,NA,0,"Unknow"
"SOAD06314","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.924,0.097,7960,"1969","",0.04137,1720.48534,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1187,35.6,23.4,NA,8.924,0.097,0,7960,0,8.98230989908858,0,"Unknow"
"SOAD06664","Lyndrassia","No","Grade Stabilization","Earth",12.81,0.078,7500,"1996","",0.00788,93.21515,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1124,17.5,23.8,NA,12.81,0.078,0,7500,0,8.92279162396964,0,"Unknow"
"SOAD07836","Lyndrassia","No","Grade Stabilization","Earth",11.122,0.093,12834,"1992","",0.00788,399.4935,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.112,29.1,19.6,NA,11.122,0.093,0,12834,0,9.45993109330524,0,"Unknow"
"SOAD07886","Lyndrassia","No","Irrigation","Earth",10.259,NA,0,"1977","",0.01773,3478.25674,"","","0",0,"Low","Not Rated",NA,0.0708,25.2,442.5,42.3,10.259,NA,1,NA,1,NA,0,"Unknow"
"SOAD07893","Lyndrassia","No","Debris Control","Earth",10.679,NA,0,"1975","",0.01576,902.85531,"","","0",0,"Low","Not Rated",NA,0.0643,33.3,519.9,NA,10.679,NA,1,NA,1,NA,0,"Unknow"
"SOAD08402","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.682,0.133,20000,"1975","",0.00788,90.55186,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0862,36.2,23.6,NA,8.682,0.133,0,20000,0,9.90353755128617,0,"Unknow"
"SOAD08931","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.416,0.1,7887,"1978","",0.00788,279.64545,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1069,14,18.3,NA,9.416,0.1,0,7887,0,8.97309789628247,0,"Unknow"
"SOAD09216","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",11.487,0.107,8300,"1999","",0.03349,545.97445,"Uncontrolled","01/11/1999","0",NA,"Low","Not Rated",NA,0.09,6.1,13.3,NA,11.487,0.107,0,8300,0,9.02413126845503,0,"Unknow"
"SOAD12879","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.463,NA,0,"1971","",0.01576,311.60493,"","","0",17.67,"High","Not Rated",NA,0.1269,7,470.9,NA,10.463,NA,1,NA,1,NA,0,"Unknow"
"SOAD13010","Lyndrassia","Yes","Tailings","Earth",26.421,1.167,9e+05,"1980","",0.16942,0,"Uncontrolled","12/03/2020","3",6.19,"High","Satisfactory","2014-04-21",0.0775,26.1,295,NA,26.421,1.167,0,9e+05,0,13.7101511534169,0,"Unknow"
"SOAD13266","Lyndrassia","No","Grade Stabilization","Earth",9.96,0.098,9235,"1994","",0.04334,189.09359,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0909,30.4,8.3,NA,9.96,0.098,0,9235,0,9.13086417047439,0,"Unknow"
"SOAD13572","Lyndrassia","No","Fire Protection, Stock, Or Small Fish Pond","Earth",10.121,NA,0,"1965","",0.01773,772.3541,"","","0",33.79,"High","Not Rated",NA,0.1038,19.1,51.9,NA,10.121,NA,1,NA,1,NA,0,"Unknow"
"SOAD13954","Lyndrassia","No","Grade Stabilization","Earth",10.938,0.08,6261,"1980","",0.04728,2072.03962,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0854,37.9,11.5,NA,10.938,0.08,0,6261,0,8.74225490188635,0,"Unknow"
"SOAD15900","Lyndrassia","No","Irrigation","Earth",8.787,0.158,13000,"1974","",0.03349,1281.04249,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1118,9.3,22.3,14.8,8.787,0.158,0,13000,0,9.47278155656217,0,"Unknow"
"SOAD17180","Lyndrassia","No","Recreation","Earth",10.333,NA,0,"Unknow","",0.01773,146.48095,"","","0",0,"Low","Not Rated",NA,0.0772,36,907.1,2.9,10.333,NA,1,NA,1,NA,0,"Unknow"
"SOAD18237","Lyndrassia","No","Grade Stabilization","Earth",9.334,0.107,11386,"1996","",0.02364,237.03281,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0666,39.9,18.3,NA,9.334,0.107,0,11386,0,9.3402276328106,0,"Unknow"
"SOAD20298","Lyndrassia","No","Fish and Wildlife Pond","Earth",9.1,0.17,25000,"1965","",0.05122,1001.39704,"Uncontrolled","","0",NA,"High","Not Rated",NA,0.1502,34.6,796.2,NA,9.1,0.17,0,25000,0,10.1266711030504,0,"Unknow"
"SOAD00017","Lyndrassia","No","Recreation","Earth",10.132,NA,0,"Unknow","",0.01576,1131.89825,"","","0",0,"Low","Not Rated",NA,0.1101,16.5,199.8,7.7,10.132,NA,1,NA,1,NA,0,"Unknow"
"SOAD00602","Lyndrassia","No","Grade Stabilization","Earth",10.101,0.073,6406,"1990","",0.02561,2271.78637,"Uncontrolled","30/09/1990","5",NA,"Low","Not Rated",NA,0.0526,20.3,20.7,NA,10.101,0.073,0,6406,0,8.76514642163902,0,"Unknow"
"SOAD01382","Lyndrassia","No","Irrigation","Earth",10.528,NA,0,"Unknow","",0.01576,833.60977,"","","0",0,"High","Not Rated",NA,0.1401,44.1,558.2,9.9,10.528,NA,1,NA,1,NA,0,"Unknow"
"SOAD03174","Lyndrassia","Yes","Irrigation","Earth",5.023,0.2,NA,"1915","",NA,NA,"","","Unknow",6.42,"Significant","",NA,0.1665,454.4,449.1,7.7,5.023,0.2,0,NA,1,NA,0,"Unknow"
"SOAD05052","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.745,0.095,10000,"1971","",0.04137,415.47324,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1009,23.9,18.2,NA,8.745,0.095,0,10000,0,9.21044036697652,0,"Unknow"
"SOAD07085","Lyndrassia","Yes","Irrigation","Earth",10.948,0.067,NA,"1960","",NA,26.6329,"","","Unknow",6.56,"Low","",NA,0.1054,8.3,253.4,10.3,10.948,0.067,0,NA,1,NA,0,"Unknow"
"SOAD08087","Lyndrassia","No","Debris Control","Earth",10.493,NA,0,"1964","",0.01773,135.82779,"","","0",0,"Low","Not Rated",NA,0.0713,36.2,494.9,NA,10.493,NA,1,NA,1,NA,0,"Unknow"
"SOAD08773","Lyndrassia","No","Grade Stabilization","Earth",12.826,0.118,10668,"1997","",0.0591,1728.47521,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0972,39.4,21.7,NA,12.826,0.118,0,10668,0,9.27509761919146,0,"Unknow"
"SOAD09047","Lyndrassia","Yes","Fire Protection, Stock, Or Small Fish Pond","Earth",9.427,0.033,NA,"1951","",NA,13.31645,"Uncontrolled","","Unknow",125.92,"Low","",NA,0.0736,17.3,78.4,NA,9.427,0.033,0,NA,1,NA,0,"Unknow"
"SOAD10271","Lyndrassia","No","Grade Stabilization","Earth",10.005,0.09,5117,"2007","",0.14184,2815.09753,"Uncontrolled","03/10/2007","0",NA,"Low","Not Rated",NA,0.1123,34.5,6.7,NA,10.005,0.09,0,5117,0,8.54051901671973,0,"Unknow"
"SOAD10308","Lyndrassia","No","Grade Stabilization","Earth",10.04,0.16,14533,"1979","",0.05122,1789.73088,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0801,15.5,10.8,NA,10.04,0.16,0,14533,0,9.58424601117658,0,"Unknow"
"SOAD11465","Lyndrassia","No","Recreation","Earth",10.302,NA,0,"Unknow","",0.01773,253.01255,"","","0",0,"High","Not Rated",NA,0.121,14.3,284.3,8,10.302,NA,1,NA,1,NA,0,"Unknow"
"SOAD11640","Lyndrassia","No","Grade Stabilization","Earth",10.538,0.083,5667,"2006","",0.03349,569.94406,"Uncontrolled","29/09/2006","0",NA,"Low","Not Rated",NA,0.1123,47.2,5,NA,10.538,0.083,0,5667,0,8.64259160081057,0,"Unknow"
"SOAD13789","Lyndrassia","No","Grade Stabilization","Earth",8.746,0.15,6432,"1977","",0.05122,3717.95284,"Uncontrolled","","0",NA,"Significant","Not Rated",NA,0.1503,45.3,126.8,NA,8.746,0.15,0,6432,0,8.769196271411,0,"Unknow"
"SOAD13793","Lyndrassia","No","Fish and Wildlife Pond","Earth",8.806,0.133,20000,"1971","",0.05122,1145.2147,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1166,6.5,11.1,NA,8.806,0.133,0,20000,0,9.90353755128617,0,"Unknow"
"SOAD13823","Lyndrassia","No","Grade Stabilization","Earth",11.168,0.078,7407,"1989","",0.04137,356.88086,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1204,35.1,5.4,NA,11.168,0.078,0,7407,0,8.91031577632602,0,"Unknow"
"SOAD14317","Lyndrassia","No","Fish and Wildlife Pond","Earth",10.6,0.15,11300,"1972","",0.02561,330.24796,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.1037,29.2,6.6,NA,10.6,0.15,0,11300,0,9.33264649636015,0,"Unknow"
"SOAD14438","Lyndrassia","No","Fish and Wildlife Pond","Earth",11.998,0.177,8570,"1986","",0.05713,873.55912,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0752,44.1,16.1,NA,11.998,0.177,0,8570,0,9.05613969089888,0,"Unknow"
"SOAD15094","Lyndrassia","Yes","Other","Earth",26.717,0.093,40000,"1988","",0.00788,0,"Uncontrolled","16/07/2020","3",9.98,"Low","Satisfactory","2016-12-21",0.0793,6.2,476.5,NA,26.717,0.093,0,40000,0,10.5966597327836,0,"Unknow"
"SOAD17499","Lyndrassia","No","Grade Stabilization","Earth",9.425,0.112,7145,"1996","",0.12411,1675.20941,"Uncontrolled","","0",NA,"Low","Not Rated",NA,0.0847,46.5,11.5,NA,9.425,0.112,0,7145,0,8.87430803858335,0,"Unknow"
